dep,prov,distr,geolocalizado,nogeolocalizado,geocodificado,missing,perct_missig
LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,1,0,0,0,0
LA LIBERTAD,ASCOPE,PAIJAN,3,0,0,0,0
LA LIBERTAD,ASCOPE,RAZURI,2,0,0,0,0
LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,4,0,0,0,0
LA LIBERTAD,BOLIVAR,BAMBAMARCA,2,0,0,0,0
LA LIBERTAD,BOLIVAR,BOLIVAR,2,0,0,0,0
LA LIBERTAD,BOLIVAR,CONDORMARCA,1,0,0,0,0
LA LIBERTAD,BOLIVAR,LONGOTEA,2,0,0,0,0
LA LIBERTAD,BOLIVAR,UCHUMARCA,1,0,0,0,0
LA LIBERTAD,BOLIVAR,UCUNCHA,1,0,0,0,0
LA LIBERTAD,CHEPEN,CHEPEN,6,0,0,0,0
LA LIBERTAD,CHEPEN,PACANGA,2,0,0,0,0
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,4,0,0,0,0
LA LIBERTAD,GRAN CHIMU,CASCAS,5,0,0,0,0
LA LIBERTAD,GRAN CHIMU,LUCMA,5,0,0,0,0
LA LIBERTAD,GRAN CHIMU,MARMOT,3,0,0,0,0
LA LIBERTAD,GRAN CHIMU,SAYAPULLO,4,0,0,0,0
LA LIBERTAD,JULCAN,CALAMARCA,5,0,0,0,0
LA LIBERTAD,JULCAN,CARABAMBA,3,0,0,0,0
LA LIBERTAD,JULCAN,HUASO,7,0,0,0,0
LA LIBERTAD,JULCAN,JULCAN,7,0,0,0,0
LA LIBERTAD,OTUZCO,AGALLPAMPA,10,1,1,0,0
LA LIBERTAD,OTUZCO,CHARAT,4,0,0,0,0
LA LIBERTAD,OTUZCO,HUARANCHAL,2,0,0,0,0
LA LIBERTAD,OTUZCO,LA CUESTA,1,0,0,0,0
LA LIBERTAD,OTUZCO,MACHE,3,0,0,0,0
LA LIBERTAD,OTUZCO,PARANDAY,1,0,0,0,0
LA LIBERTAD,OTUZCO,SALPO,4,0,0,0,0
LA LIBERTAD,OTUZCO,SINSICAP,3,0,0,0,0
LA LIBERTAD,OTUZCO,USQUIL,11,0,0,0,0
LA LIBERTAD,PACASMAYO,GUADALUPE,7,0,0,0,0
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,2,0,0,0,0
LA LIBERTAD,PACASMAYO,PACASMAYO,5,0,0,0,0
LA LIBERTAD,PACASMAYO,SAN JOSE,3,0,0,0,0
LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,3,0,0,0,0
LA LIBERTAD,PATAZ,BULDIBUYO,4,0,0,0,0
LA LIBERTAD,PATAZ,CHILLIA,5,0,0,0,0
LA LIBERTAD,PATAZ,HUANCASPATA,3,0,0,0,0
LA LIBERTAD,PATAZ,HUAYLILLAS,1,0,0,0,0
LA LIBERTAD,PATAZ,HUAYO,3,0,0,0,0
LA LIBERTAD,PATAZ,ONGON,2,0,0,0,0
LA LIBERTAD,PATAZ,PARCOY,6,1,1,0,0
LA LIBERTAD,PATAZ,PIAS,1,0,0,0,0
LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,2,0,0,0,0
LA LIBERTAD,PATAZ,TAURIJA,1,0,0,0,0
LA LIBERTAD,PATAZ,TAYABAMBA,4,0,0,0,0
LA LIBERTAD,PATAZ,URPAY,2,0,0,0,0
LA LIBERTAD,SANCHEZ CARRION,CHUGAY,8,0,0,0,0
LA LIBERTAD,SANCHEZ CARRION,COCHORCO,5,0,0,0,0
LA LIBERTAD,SANCHEZ CARRION,CURGOS,3,0,0,0,0
LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,18,2,2,0,0
LA LIBERTAD,SANCHEZ CARRION,MARCABAL,6,0,0,0,0
LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,4,0,0,0,0
LA LIBERTAD,SANCHEZ CARRION,SARIN,5,0,0,0,0
LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,4,0,0,0,0
LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,1,1,1,0,0
LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,1,0,0,0,0
LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,2,0,0,0,0
LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,2,0,0,0,0
LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,8,0,0,0,0
LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,3,0,0,0,0
LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,4,0,0,0,0
LA LIBERTAD,TRUJILLO,EL PORVENIR,18,5,5,0,0
LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,7,1,1,0,0
LA LIBERTAD,TRUJILLO,HUANCHACO,10,1,1,0,0
LA LIBERTAD,TRUJILLO,LAREDO,4,0,0,0,0
LA LIBERTAD,TRUJILLO,MOCHE,8,0,0,0,0
LA LIBERTAD,TRUJILLO,POROTO,1,0,0,0,0
LA LIBERTAD,TRUJILLO,SALAVERRY,3,1,1,0,0
LA LIBERTAD,TRUJILLO,SIMBAL,1,0,0,0,0
LA LIBERTAD,VIRU,GUADALUPITO,1,0,0,0,0
LA LIBERTAD,VIRU,VIRU,13,2,2,0,0
LAMBAYEQUE,CHICLAYO,CAYALTI,3,0,0,0,0
LAMBAYEQUE,CHICLAYO,CHONGOYAPE,5,0,0,0,0
LAMBAYEQUE,CHICLAYO,ETEN,2,1,1,0,0
LAMBAYEQUE,CHICLAYO,ETEN PUERTO,1,0,0,0,0
LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,12,6,6,0,0
LAMBAYEQUE,CHICLAYO,LAGUNAS,6,0,0,0,0
LAMBAYEQUE,CHICLAYO,MONSEFU,7,3,3,0,0
LAMBAYEQUE,CHICLAYO,NUEVA ARICA,2,0,0,0,0
LAMBAYEQUE,CHICLAYO,OYOTUN,5,0,0,0,0
LAMBAYEQUE,CHICLAYO,PATAPO,4,3,3,0,0
LAMBAYEQUE,CHICLAYO,PICSI,2,1,1,0,0
LAMBAYEQUE,CHICLAYO,PIMENTEL,4,5,5,0,0
LAMBAYEQUE,CHICLAYO,POMALCA,3,2,2,0,0
LAMBAYEQUE,CHICLAYO,PUCALA,1,1,1,0,0
LAMBAYEQUE,CHICLAYO,REQUE,4,0,0,0,0
LAMBAYEQUE,CHICLAYO,SANTA ROSA,1,0,0,0,0
LAMBAYEQUE,CHICLAYO,SAÑA,5,0,0,0,0
LAMBAYEQUE,CHICLAYO,TUMAN,2,1,1,0,0
LAMBAYEQUE,FERREÑAFE,CAÑARIS,10,0,0,0,0
LAMBAYEQUE,FERREÑAFE,INCAHUASI,9,3,3,0,0
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,1,0,0,0,0
LAMBAYEQUE,FERREÑAFE,PITIPO,9,1,1,0,0
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,3,2,2,0,0
LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,1,0,0,0,0
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,4,0,0,0,0
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,3,0,0,0,0
LAMBAYEQUE,LAMBAYEQUE,MORROPE,21,0,0,0,0
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,6,0,0,0,0
LAMBAYEQUE,LAMBAYEQUE,OLMOS,21,0,0,0,0
LAMBAYEQUE,LAMBAYEQUE,PACORA,2,0,0,0,0
LAMBAYEQUE,LAMBAYEQUE,SALAS,10,0,0,0,0
LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,4,0,0,0,0
LAMBAYEQUE,LAMBAYEQUE,TUCUME,6,1,1,0,0
LIMA,BARRANCA,PARAMONGA,9,1,1,0,0
LIMA,BARRANCA,SUPE,9,1,1,0,0
LIMA,BARRANCA,SUPE PUERTO,3,0,0,0,0
LIMA,CAJATAMBO,CAJATAMBO,2,0,0,0,0
LIMA,CAJATAMBO,COPA,2,0,0,0,0
LIMA,CAJATAMBO,GORGOR,1,0,0,0,0
LIMA,CAJATAMBO,HUANCAPON,1,0,0,0,0
LIMA,CAJATAMBO,MANAS,2,0,0,0,0
LIMA,CANTA,ARAHUAY,2,0,0,0,0
LIMA,CANTA,CANTA,3,0,0,0,0
LIMA,CANTA,HUAMANTANGA,3,0,0,0,0
LIMA,CANTA,HUAROS,2,0,0,0,0
LIMA,CANTA,LACHAQUI,2,0,0,0,0
LIMA,CANTA,SANTA ROSA DE QUIVES,3,0,0,0,0
LIMA,CAÑETE,CALANGO,1,0,0,0,0
LIMA,CAÑETE,CHILCA,8,2,2,0,0
LIMA,CAÑETE,COAYLLO,1,0,0,0,0
LIMA,CAÑETE,IMPERIAL,9,1,1,0,0
LIMA,CAÑETE,LUNAHUANA,1,0,0,0,0
LIMA,CAÑETE,MALA,10,4,4,0,0
LIMA,CAÑETE,NUEVO IMPERIAL,8,0,0,0,0
LIMA,CAÑETE,PACARAN,1,0,0,0,0
LIMA,CAÑETE,QUILMANA,3,0,0,0,0
LIMA,CAÑETE,SAN ANTONIO,1,0,0,0,0
LIMA,CAÑETE,SAN LUIS,5,0,0,0,0
LIMA,CAÑETE,SANTA CRUZ DE FLORES,1,0,0,0,0
LIMA,CAÑETE,ZUÑIGA,1,1,1,0,0
LIMA,HUARAL,ATAVILLOS ALTO,5,0,0,0,0
LIMA,HUARAL,ATAVILLOS BAJO,4,0,0,0,0
LIMA,HUARAL,CHANCAY,17,8,8,0,0
LIMA,HUARAL,IHUARI,6,0,0,0,0
LIMA,HUARAL,LAMPIAN,2,0,0,0,0
LIMA,HUARAL,PACARAOS,4,0,0,0,0
LIMA,HUARAL,SAN MIGUEL DE ACOS,2,0,0,0,0
LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA,3,0,0,0,0
LIMA,HUARAL,SUMBILCA,4,0,0,0,0
LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,2,0,0,0,0
LIMA,HUAROCHIRI,ANTIOQUIA,2,0,0,0,0
LIMA,HUAROCHIRI,CALLAHUANCA,1,0,0,0,0
LIMA,HUAROCHIRI,CARAMPOMA,1,0,0,0,0
LIMA,HUAROCHIRI,CASTA,3,0,0,0,0
LIMA,HUAROCHIRI,CHICLA,4,1,1,0,0
LIMA,HUAROCHIRI,HUACHUPAMPA,2,0,0,0,0
LIMA,HUAROCHIRI,HUANZA,3,0,0,0,0
LIMA,HUAROCHIRI,HUAROCHIRI,2,0,0,0,0
LIMA,HUAROCHIRI,LAHUAYTAMBO,2,0,0,0,0
LIMA,HUAROCHIRI,LANGA,2,0,0,0,0
LIMA,HUAROCHIRI,LARAOS,1,0,0,0,0
LIMA,HUAROCHIRI,MARIATANA,3,0,0,0,0
LIMA,HUAROCHIRI,MATUCANA,1,0,0,0,0
LIMA,HUAROCHIRI,RICARDO PALMA,1,0,0,0,0
LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,1,0,0,0,0
LIMA,HUAROCHIRI,SAN ANTONIO,9,0,0,0,0
LIMA,HUAROCHIRI,SAN BARTOLOME,2,0,0,0,0
LIMA,HUAROCHIRI,SAN DAMIAN,2,0,0,0,0
LIMA,HUAROCHIRI,SAN JOSE DE LOS CHORRILLOS,3,0,0,0,0
LIMA,HUAROCHIRI,SAN JUAN DE IRIS,1,0,0,0,0
LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE,2,0,0,0,0
LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,2,0,0,0,0
LIMA,HUAROCHIRI,SAN MATEO,6,1,1,0,0
LIMA,HUAROCHIRI,SAN MATEO DE OTAO,4,0,0,0,0
LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,1,0,0,0,0
LIMA,HUAROCHIRI,SANGALLAYA,4,0,0,0,0
LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,2,0,0,0,0
LIMA,HUAROCHIRI,SANTA EULALIA,3,0,0,0,0
LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,1,0,0,0,0
LIMA,HUAROCHIRI,SANTIAGO DE TUNA,1,0,0,0,0
LIMA,HUAROCHIRI,SURCO,1,0,0,0,0
LIMA,HUAURA,AMBAR,2,0,0,0,0
LIMA,HUAURA,CHECRAS,1,0,0,0,0
LIMA,HUAURA,HUALMAY,9,5,5,0,0
LIMA,HUAURA,HUAURA,17,4,4,0,0
LIMA,HUAURA,LEONCIO PRADO,4,0,0,0,0
LIMA,HUAURA,PACCHO,4,0,0,0,0
LIMA,HUAURA,SANTA LEONOR,3,0,0,0,0
LIMA,HUAURA,SAYAN,9,1,1,0,0
LIMA,HUAURA,VEGUETA,2,2,2,0,0
LIMA,LIMA,ANCON,12,2,2,0,0
LIMA,LIMA,PUCUSANA,2,1,1,0,0
LIMA,LIMA,PUNTA HERMOSA,4,1,1,0,0
LIMA,LIMA,PUNTA NEGRA,1,2,2,0,0
LIMA,LIMA,SAN BARTOLO,2,1,1,0,0
LIMA,OYON,ANDAJES,1,0,0,0,0
LIMA,OYON,CAUJUL,1,0,0,0,0
LIMA,OYON,COCHAMARCA,3,0,0,0,0
LIMA,OYON,NAVAN,1,0,0,0,0
LIMA,OYON,OYON,9,3,3,0,0
LIMA,OYON,PACHANGARA,4,0,0,0,0
LIMA,YAUYOS,ALIS,1,0,0,0,0
LIMA,YAUYOS,ALLAUCA,2,0,0,0,0
LIMA,YAUYOS,AYAVIRI,1,0,0,0,0
LIMA,YAUYOS,AZANGARO,1,0,0,0,0
LIMA,YAUYOS,CACRA,2,0,0,0,0
LIMA,YAUYOS,CARANIA,1,0,0,0,0
LIMA,YAUYOS,CATAHUASI,1,0,0,0,0
LIMA,YAUYOS,CHOCOS,1,0,0,0,0
LIMA,YAUYOS,COCHAS,1,0,0,0,0
LIMA,YAUYOS,COLONIA,1,0,0,0,0
LIMA,YAUYOS,HONGOS,1,0,0,0,0
LIMA,YAUYOS,HUAMPARA,1,0,0,0,0
LIMA,YAUYOS,HUANCAYA,1,0,0,0,0
LIMA,YAUYOS,HUANGASCAR,1,0,0,0,0
LIMA,YAUYOS,HUANTAN,1,0,0,0,0
LIMA,YAUYOS,HUAÑEC,1,0,0,0,0
LIMA,YAUYOS,LARAOS,1,0,0,0,0
LIMA,YAUYOS,LINCHA,1,0,0,0,0
LIMA,YAUYOS,MADEAN,1,0,0,0,0
LIMA,YAUYOS,MIRAFLORES,1,0,0,0,0
LIMA,YAUYOS,OMAS,1,0,0,0,0
LIMA,YAUYOS,PUTINZA,1,0,0,0,0
LIMA,YAUYOS,QUINCHES,1,0,0,0,0
LIMA,YAUYOS,QUINOCAY,2,0,0,0,0
LIMA,YAUYOS,SAN PEDRO DE PILAS,1,0,0,0,0
LIMA,YAUYOS,TANTA,1,0,0,0,0
LIMA,YAUYOS,TAURIPAMPA,1,0,0,0,0
LIMA,YAUYOS,TOMAS,2,0,0,0,0
LIMA,YAUYOS,TUPE,1,0,0,0,0
LIMA,YAUYOS,VIÑAC,2,0,0,0,0
LIMA,YAUYOS,VITIS,1,0,0,0,0
LIMA,YAUYOS,YAUYOS,2,0,0,0,0
LORETO,ALTO AMAZONAS,BALSAPUERTO,18,0,0,0,0
LORETO,ALTO AMAZONAS,JEBEROS,7,0,0,0,0
LORETO,ALTO AMAZONAS,LAGUNAS,12,0,0,0,0
LORETO,ALTO AMAZONAS,SANTA CRUZ,8,0,0,0,0
LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,9,0,0,0,0
LORETO,ALTO AMAZONAS,YURIMAGUAS,58,3,3,0,0
LORETO,DATEM DEL MARAÑON,ANDOAS,9,1,1,0,0
LORETO,DATEM DEL MARAÑON,BARRANCA,9,1,1,0,0
LORETO,DATEM DEL MARAÑON,CAHUAPANAS,7,0,0,0,0
LORETO,DATEM DEL MARAÑON,MANSERICHE,13,0,0,0,0
LORETO,DATEM DEL MARAÑON,MORONA,10,1,1,0,0
LORETO,DATEM DEL MARAÑON,PASTAZA,12,0,0,0,0
LORETO,LORETO,NAUTA,14,2,2,0,0
LORETO,LORETO,PARINARI,5,0,0,0,0
LORETO,LORETO,TIGRE,10,0,0,0,0
LORETO,LORETO,URARINAS,10,0,0,0,0
LORETO,MARISCAL RAMON CASTILLA,PEBAS,7,2,2,0,0
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,5,0,0,0,0
LORETO,MARISCAL RAMON CASTILLA,YAVARI,5,3,3,0,0
LORETO,MAYNAS,ALTO NANAY,4,0,0,0,0
LORETO,MAYNAS,BELEN,26,3,3,0,0
LORETO,MAYNAS,FERNANDO LORES,13,0,0,0,0
LORETO,MAYNAS,INDIANA,7,0,0,0,0
LORETO,MAYNAS,IQUITOS,89,45,45,0,0
LORETO,MAYNAS,LAS AMAZONAS,4,0,0,0,0
LORETO,MAYNAS,MAZAN,8,0,0,0,0
LORETO,MAYNAS,NAPO,10,1,1,0,0
LORETO,MAYNAS,PUNCHANA,52,11,11,0,0
LORETO,MAYNAS,SAN JUAN BAUTISTA,35,2,2,0,0
LORETO,MAYNAS,TORRES CAUSANA,5,0,0,0,0
LORETO,PUTUMAYO,PUTUMAYO,6,4,4,0,0
LORETO,PUTUMAYO,ROSA PANDURO,2,0,0,0,0
LORETO,PUTUMAYO,YAGUAS,4,0,0,0,0
LORETO,REQUENA,ALTO TAPICHE,3,0,0,0,0
LORETO,REQUENA,CAPELO,2,0,0,0,0
LORETO,REQUENA,EMILIO SAN MARTIN,3,0,0,0,0
LORETO,REQUENA,JENARO HERRERA,1,0,0,0,0
LORETO,REQUENA,MAQUIA,10,0,0,0,0
LORETO,REQUENA,PUINAHUA,4,0,0,0,0
LORETO,REQUENA,REQUENA,6,0,0,0,0
LORETO,REQUENA,SAQUENA,4,0,0,0,0
LORETO,REQUENA,SOPLIN,2,0,0,0,0
LORETO,REQUENA,TAPICHE,2,0,0,0,0
LORETO,REQUENA,YAQUERANA,3,0,0,0,0
LORETO,UCAYALI,CONTAMANA,15,3,3,0,0
LORETO,UCAYALI,INAHUAYA,2,0,0,0,0
LORETO,UCAYALI,PADRE MARQUEZ,7,0,0,0,0
LORETO,UCAYALI,PAMPA HERMOSA,4,0,0,0,0
LORETO,UCAYALI,SARAYACU,14,0,0,0,0
LORETO,UCAYALI,VARGAS GUERRA,1,1,1,0,0
MADRE DE DIOS,MANU,FITZCARRALD,4,0,0,0,0
MADRE DE DIOS,MANU,HUEPETUHE,5,0,0,0,0
MADRE DE DIOS,MANU,MADRE DE DIOS,9,0,0,0,0
MADRE DE DIOS,MANU,MANU,8,0,0,0,0
MADRE DE DIOS,TAHUAMANU,IBERIA,7,0,0,0,0
MADRE DE DIOS,TAHUAMANU,IÑAPARI,4,0,0,0,0
MADRE DE DIOS,TAHUAMANU,TAHUAMANU,7,0,0,0,0
MADRE DE DIOS,TAMBOPATA,INAMBARI,14,0,0,0,0
MADRE DE DIOS,TAMBOPATA,LABERINTO,7,0,0,0,0
MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,9,0,0,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,2,0,0,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,2,0,0,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,4,0,0,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,2,0,0,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,1,0,0,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,2,0,0,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,4,0,0,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,4,0,0,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,1,0,0,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,5,0,0,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,1,0,0,0,0
MOQUEGUA,ILO,EL ALGARROBAL,1,0,0,0,0
MOQUEGUA,ILO,ILO,24,3,3,0,0
MOQUEGUA,ILO,PACOCHA,2,0,0,0,0
MOQUEGUA,MARISCAL NIETO,CARUMAS,4,0,0,0,0
MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,3,0,0,0,0
MOQUEGUA,MARISCAL NIETO,SAMEGUA,5,0,0,0,0
MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,4,0,0,0,0
MOQUEGUA,MARISCAL NIETO,TORATA,6,0,0,0,0
PASCO,DANIEL ALCIDES CARRION,CHACAYAN,5,0,0,0,0
PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,1,0,0,0,0
PASCO,DANIEL ALCIDES CARRION,PAUCAR,5,0,0,0,0
PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,2,0,0,0,0
PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,16,0,0,0,0
PASCO,DANIEL ALCIDES CARRION,TAPUC,3,0,0,0,0
PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,4,0,0,0,0
PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,26,0,0,0,0
PASCO,OXAPAMPA,CHONTABAMBA,6,0,0,0,0
PASCO,OXAPAMPA,CONSTITUCION,14,0,0,0,0
PASCO,OXAPAMPA,HUANCABAMBA,8,0,0,0,0
PASCO,OXAPAMPA,OXAPAMPA,16,0,0,0,0
PASCO,OXAPAMPA,PALCAZU,27,0,0,0,0
PASCO,OXAPAMPA,POZUZO,14,0,0,0,0
PASCO,OXAPAMPA,PUERTO BERMUDEZ,23,0,0,0,0
PASCO,OXAPAMPA,VILLA RICA,19,1,1,0,0
PASCO,PASCO,CHAUPIMARCA,14,0,0,0,0
PASCO,PASCO,HUACHON,4,0,0,0,0
PASCO,PASCO,HUARIACA,4,0,0,0,0
PASCO,PASCO,HUAYLLAY,10,1,1,0,0
PASCO,PASCO,NINACACA,5,0,0,0,0
PASCO,PASCO,PALLANCHACRA,6,1,1,0,0
PASCO,PASCO,PAUCARTAMBO,10,0,0,0,0
PASCO,PASCO,SAN FCO DE ASIS DE YARUSYACAN,12,1,1,0,0
PASCO,PASCO,SIMON BOLIVAR,12,0,0,0,0
PASCO,PASCO,TICLACAYAN,7,0,0,0,0
PASCO,PASCO,TINYAHUARCO,6,1,1,0,0
PASCO,PASCO,VICCO,4,0,0,0,0
PASCO,PASCO,YANACANCHA,32,4,4,0,0
PIURA,AYABACA,AYABACA,31,0,0,0,0
PIURA,AYABACA,FRIAS,9,0,0,0,0
PIURA,AYABACA,JILILI,3,0,0,0,0
PIURA,AYABACA,LAGUNAS,5,0,0,0,0
PIURA,AYABACA,MONTERO,4,0,0,0,0
PIURA,AYABACA,PACAIPAMPA,8,0,0,0,0
PIURA,AYABACA,PAIMAS,4,0,0,0,0
PIURA,AYABACA,SAPILLICA,4,0,0,0,0
PIURA,AYABACA,SICCHEZ,3,0,0,0,0
PIURA,AYABACA,SUYO,11,1,1,0,0
PIURA,HUANCABAMBA,CANCHAQUE,7,0,0,0,0
PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,9,0,0,0,0
PIURA,HUANCABAMBA,HUANCABAMBA,11,0,0,0,0
PIURA,HUANCABAMBA,HUARMACA,22,0,0,0,0
PIURA,HUANCABAMBA,LALAQUIZ,5,0,0,0,0
PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,9,0,0,0,0
PIURA,HUANCABAMBA,SONDOR,4,0,0,0,0
PIURA,HUANCABAMBA,SONDORILLO,6,0,0,0,0
PIURA,MORROPON,BUENOS AIRES,5,0,0,0,0
PIURA,MORROPON,CHALACO,7,1,1,0,0
PIURA,MORROPON,CHULUCANAS,21,3,3,0,0
PIURA,MORROPON,LA MATANZA,6,1,1,0,0
PIURA,MORROPON,MORROPON,6,1,1,0,0
PIURA,MORROPON,SALITRAL,5,0,0,0,0
PIURA,MORROPON,SAN JUAN DE BIGOTE,3,0,0,0,0
PIURA,MORROPON,SANTA CATALINA DE MOSSA,5,0,0,0,0
PIURA,MORROPON,SANTO DOMINGO,5,0,0,0,0
PIURA,MORROPON,YAMANGO,7,0,0,0,0
PIURA,PAITA,AMOTAPE,2,0,0,0,0
PIURA,PAITA,ARENAL,1,0,0,0,0
PIURA,PAITA,COLAN,2,0,0,0,0
PIURA,PAITA,LA HUACA,5,1,1,0,0
PIURA,PAITA,TAMARINDO,1,0,0,0,0
PIURA,PAITA,VICHAYAL,3,0,0,0,0
PIURA,PIURA,CATACAOS,17,3,3,0,0
PIURA,PIURA,CURA MORI,4,0,0,0,0
PIURA,PIURA,EL TALLAN,2,0,0,0,0
PIURA,PIURA,LA ARENA,8,0,0,0,0
PIURA,PIURA,LA UNION,6,3,3,0,0
PIURA,PIURA,LAS LOMAS,16,3,3,0,0
PIURA,PIURA,TAMBO GRANDE,31,5,5,0,0
PIURA,PIURA,VEINTISEIS DE OCTUBRE,36,1,1,0,0
PIURA,SECHURA,BELLAVISTA DE LA UNION,2,0,0,0,0
PIURA,SECHURA,BERNAL,3,0,0,0,0
PIURA,SECHURA,CRISTO NOS VALGA,2,0,0,0,0
PIURA,SECHURA,RINCONADA-LLICUAR,1,0,0,0,0
PIURA,SECHURA,SECHURA,16,7,7,0,0
PIURA,SECHURA,VICE,7,0,0,0,0
PIURA,SULLANA,BELLAVISTA,3,2,2,0,0
PIURA,SULLANA,IGNACIO ESCUDERO,6,1,1,0,0
PIURA,SULLANA,LANCONES,16,1,1,0,0
PIURA,SULLANA,MARCAVELICA,10,0,0,0,0
PIURA,SULLANA,MIGUEL CHECA,3,0,0,0,0
PIURA,SULLANA,QUERECOTILLO,9,0,0,0,0
PIURA,SULLANA,SALITRAL,2,0,0,0,0
PIURA,TALARA,EL ALTO,5,2,2,0,0
PIURA,TALARA,LA BREA,5,0,0,0,0
PIURA,TALARA,LOBITOS,1,0,0,0,0
PIURA,TALARA,LOS ORGANOS,4,1,1,0,0
PIURA,TALARA,MANCORA,3,2,2,0,0
PUNO,AZANGARO,ACHAYA,1,0,0,0,0
PUNO,AZANGARO,ARAPA,3,0,0,0,0
PUNO,AZANGARO,ASILLO,4,0,0,0,0
PUNO,AZANGARO,AZANGARO,6,2,2,0,0
PUNO,AZANGARO,CAMINACA,2,0,0,0,0
PUNO,AZANGARO,CHUPA,4,0,0,0,0
PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,1,0,0,0,0
PUNO,AZANGARO,MUÑANI,2,0,0,0,0
PUNO,AZANGARO,POTONI,2,0,0,0,0
PUNO,AZANGARO,SAMAN,7,0,0,0,0
PUNO,AZANGARO,SAN ANTON,3,0,0,0,0
PUNO,AZANGARO,SAN JOSE,2,0,0,0,0
PUNO,AZANGARO,SAN JUAN DE SALINAS,1,0,0,0,0
PUNO,AZANGARO,SANTIAGO DE PUPUJA,4,0,0,0,0
PUNO,AZANGARO,TIRAPATA,1,0,0,0,0
PUNO,CARABAYA,AJOYANI,1,0,0,0,0
PUNO,CARABAYA,AYAPATA,4,0,0,0,0
PUNO,CARABAYA,COASA,6,0,0,0,0
PUNO,CARABAYA,CORANI,5,0,0,0,0
PUNO,CARABAYA,CRUCERO,3,0,0,0,0
PUNO,CARABAYA,ITUATA,3,1,1,0,0
PUNO,CARABAYA,MACUSANI,5,0,0,0,0
PUNO,CARABAYA,OLLACHEA,5,0,0,0,0
PUNO,CARABAYA,SAN GABAN,6,1,1,0,0
PUNO,CARABAYA,USICAYOS,2,0,0,0,0
PUNO,CHUCUITO,DESAGUADERO,4,0,0,0,0
